Date;USD2EUR
2022-07-27;0.98091
2022-07-26;0.98721
2022-07-25;0.97826
2022-07-24;0.97924
2022-07-23;0.97917
2022-07-22;0.97885
2022-07-21;0.97799
2022-07-20;0.98197
2022-07-19;0.97684
2022-07-18;0.98586
2022-07-17;0.99158
2022-07-16;0.99207
2022-07-15;0.99115
2022-07-14;0.99814
2022-07-13;0.99461
2022-07-12;0.99689
2022-07-11;0.99605
2022-07-10;0.98222
2022-07-09;0.98171
2022-07-08;0.98171
2022-07-07;0.9837
2022-07-06;0.98164
2022-07-05;0.97391
2022-07-04;0.95903
2022-07-03;0.95821
2022-07-02;0.95886
2022-07-01;0.95886
2022-06-30;0.95454
2022-06-29;0.95752
2022-06-28;0.95003
2022-06-27;0.94514
2022-06-26;0.94661
2022-06-25;0.94733
2022-06-24;0.94733
2022-06-23;0.95009
2022-06-22;0.94633
2022-06-21;0.94893
2022-06-20;0.95071
2022-06-19;0.95321
2022-06-18;0.95272
2022-06-17;0.95278
2022-06-16;0.94806
2022-06-15;0.95749
2022-06-14;0.95918
2022-06-13;0.9607
2022-06-12;0.95168
2022-06-11;0.95063
2022-06-10;0.95071
2022-06-09;0.9421
2022-06-08;0.93301
2022-06-07;0.93416
2022-06-06;0.93512
2022-06-05;0.93247
2022-06-04;0.93298
2022-06-03;0.93283
2022-06-02;0.93034
2022-06-01;0.93873
2022-05-31;0.93132
2022-05-30;0.92806
2022-05-29;0.93198
2022-05-28;0.93151
2022-05-27;0.93153
2022-05-26;0.93201
2022-05-25;0.93557
2022-05-24;0.9312
2022-05-23;0.93608
2022-05-22;0.94547
2022-05-21;0.94651
2022-05-20;0.94651
2022-05-19;0.94506
2022-05-18;0.95483
2022-05-17;0.94796
2022-05-16;0.95829
2022-05-15;0.96115
2022-05-14;0.96046
2022-05-13;0.96053
2022-05-12;0.96352
2022-05-11;0.95077
2022-05-10;0.94933
2022-05-09;0.94719
2022-05-08;0.94902
2022-05-07;0.94798
2022-05-06;0.94805
2022-05-05;0.94803
2022-05-04;0.94274
2022-05-03;0.95016
2022-05-02;0.95142
2022-05-01;0.94826
2022-04-30;0.94846
2022-04-29;0.94846
2022-04-28;0.9528
2022-04-27;0.94775
2022-04-26;0.93942
2022-04-25;0.93344
2022-04-24;0.9254
2022-04-23;0.9271
2022-04-22;0.92709
2022-04-21;0.92273
2022-04-20;0.92144
2022-04-19;0.92673
2022-04-18;0.92752
2022-04-17;0.92445
2022-04-16;0.92473
2022-04-15;0.92473
2022-04-14;0.92389
2022-04-13;0.91828
2022-04-12;0.92354
2022-04-11;0.91902
2022-04-10;0.91824
2022-04-09;0.91945
2022-04-08;0.91945
2022-04-07;0.91952
2022-04-06;0.9176
2022-04-05;0.91674
2022-04-04;0.9113
2022-04-03;0.90553
2022-04-02;0.90544
2022-04-01;0.90506
2022-03-31;0.90303
2022-03-30;0.89618
2022-03-29;0.90159
2022-03-28;0.91
2022-03-27;0.91065
2022-03-26;0.91032
2022-03-25;0.91047
2022-03-24;0.90837
2022-03-23;0.9086
2022-03-22;0.90681
2022-03-21;0.90773
2022-03-20;0.90569
2022-03-19;0.90373
2022-03-18;0.90373
2022-03-17;0.90104
2022-03-16;0.90731
2022-03-15;0.91162
2022-03-14;0.91368
2022-03-13;0.91427
2022-03-12;0.91625
2022-03-11;0.91622
2022-03-10;0.90797
2022-03-09;0.90321
2022-03-08;0.9177
2022-03-07;0.92031
2022-03-06;0.9199
2022-03-05;0.91517
2022-03-04;0.91343
2022-03-03;0.90367
2022-03-02;0.89982
2022-03-01;0.89844
2022-02-28;0.89167
2022-02-27;0.89426
2022-02-26;0.88716
2022-02-25;0.88708
2022-02-24;0.89366
2022-02-23;0.88453
2022-02-22;0.88263
2022-02-21;0.88443
2022-02-20;0.88368
2022-02-19;0.88326
2022-02-18;0.88318
2022-02-17;0.87979
2022-02-16;0.8792
2022-02-15;0.88058
2022-02-14;0.8845
2022-02-13;0.87974
2022-02-12;0.881
2022-02-11;0.88096
2022-02-10;0.87617
2022-02-09;0.87556
2022-02-08;0.87562
2022-02-07;0.87405
2022-02-06;0.87298
2022-02-05;0.87339
2022-02-04;0.8734
2022-02-03;0.87448
2022-02-02;0.88506
2022-02-01;0.88709
2022-01-31;0.89045
2022-01-30;0.89692
2022-01-29;0.8969
2022-01-28;0.89687
2022-01-27;0.89736
2022-01-26;0.88966
2022-01-25;0.88468
2022-01-24;0.88307
2022-01-23;0.88181
2022-01-22;0.88153
2022-01-21;0.88153
2022-01-20;0.88394
2022-01-19;0.88154
2022-01-18;0.88271
2022-01-17;0.87639
2022-01-16;0.8764
2022-01-15;0.87598
2022-01-14;0.87605
2022-01-13;0.87296
2022-01-12;0.87407
2022-01-11;0.87978
2022-01-10;0.88255
2022-01-09;0.8808
2022-01-08;0.8802
2022-01-07;0.88012
2022-01-06;0.88525
2022-01-05;0.88404
2022-01-04;0.88619
2022-01-03;0.88496
2022-01-02;0.87931
2022-01-01;0.87918
2021-12-31;0.8794
2021-12-30;0.88323
2021-12-29;0.88033
2021-12-28;0.88394
2021-12-27;0.88268
2021-12-26;0.88309
2021-12-25;0.88324
2021-12-24;0.88323
2021-12-23;0.88296
2021-12-22;0.88287
2021-12-21;0.88605
2021-12-20;0.88675
2021-12-19;0.88948
2021-12-18;0.88964
2021-12-17;0.88984
2021-12-16;0.88223
2021-12-15;0.8857
2021-12-14;0.88828
2021-12-13;0.88625
2021-12-12;0.88405
2021-12-11;0.88365
2021-12-10;0.88365
2021-12-09;0.8855
2021-12-08;0.88151
2021-12-07;0.88714
2021-12-06;0.88629
2021-12-05;0.8847
2021-12-04;0.8839
2021-12-03;0.88378
2021-12-02;0.88451
2021-12-01;0.88342
2021-11-30;0.88252
2021-11-29;0.88547
2021-11-28;0.88561
2021-11-27;0.88348
2021-11-26;0.88353
2021-11-25;0.89214
2021-11-24;0.89264
2021-11-23;0.88942
2021-11-22;0.8896
2021-11-21;0.88685
2021-11-20;0.8865
2021-11-19;0.88652
2021-11-18;0.87962
2021-11-17;0.88353
2021-11-16;0.88358
2021-11-15;0.87978
2021-11-14;0.87402
2021-11-13;0.8738
2021-11-12;0.87378
2021-11-11;0.87355
2021-11-10;0.87064
2021-11-09;0.86254
2021-11-08;0.86301
2021-11-07;0.86441
2021-11-06;0.86568
2021-11-05;0.86568
2021-11-04;0.86548
2021-11-03;0.86084
2021-11-02;0.86362
2021-11-01;0.86219
2021-10-31;0.86516
2021-10-30;0.86496
2021-10-29;0.86496
2021-10-28;0.85593
2021-10-27;0.86193
2021-10-26;0.8624
2021-10-25;0.8615
2021-10-24;0.85875
2021-10-23;0.85887
2021-10-22;0.85863
2021-10-21;0.86029
2021-10-20;0.85823
2021-10-19;0.85944
2021-10-18;0.86126
2021-10-17;0.86213
2021-10-16;0.86206
2021-10-15;0.86213
2021-10-14;0.86223
2021-10-13;0.8623
2021-10-12;0.86716
2021-10-11;0.86582
2021-10-10;0.8643
2021-10-09;0.86432
2021-10-08;0.86395
2021-10-07;0.86546
2021-10-06;0.86547
2021-10-05;0.8622
2021-10-04;0.86084
2021-10-03;0.86146
2021-10-02;0.86253
2021-10-01;0.86238
2021-09-30;0.8635
2021-09-29;0.86224
2021-09-28;0.85574
2021-09-27;0.85506
2021-09-26;0.85324
2021-09-25;0.85327
2021-09-24;0.85325
2021-09-23;0.85165
2021-09-22;0.8551
2021-09-21;0.85287
2021-09-20;0.85262
2021-09-19;0.85277
2021-09-18;0.85284
2021-09-17;0.85291
2021-09-16;0.84997
2021-09-15;0.84602
2021-09-14;0.84731
2021-09-13;0.84674
2021-09-12;0.84662
2021-09-11;0.8464
2021-09-10;0.84667
2021-09-09;0.84578
2021-09-08;0.84615
2021-09-07;0.84426
2021-09-06;0.84231
2021-09-05;0.84179
2021-09-04;0.84147
2021-09-03;0.84182
2021-09-02;0.84216
2021-09-01;0.84454
2021-08-31;0.84674
2021-08-30;0.84765
2021-08-29;0.84758
2021-08-28;0.8478
2021-08-27;0.84766
2021-08-26;0.85061
2021-08-25;0.84959
2021-08-24;0.8506
2021-08-23;0.85139
2021-08-22;0.85517
2021-08-21;0.85494
2021-08-20;0.85461
2021-08-19;0.85632
2021-08-18;0.85374
2021-08-17;0.85428
2021-08-16;0.84901
2021-08-15;0.8479
2021-08-14;0.84775
2021-08-13;0.84768
2021-08-12;0.85201
2021-08-11;0.85161
2021-08-10;0.85316
2021-08-09;0.85196
2021-08-08;0.85099
2021-08-07;0.85018
2021-08-06;0.85009
2021-08-05;0.84514
2021-08-04;0.84476
2021-08-03;0.84254
2021-08-02;0.8422
2021-08-01;0.8426
2021-07-31;0.84265
2021-07-30;0.84265
2021-07-29;0.84093
2021-07-28;0.84425
2021-07-27;0.84618
2021-07-26;0.8474
2021-07-25;0.84935
2021-07-24;0.84952
2021-07-23;0.84951
2021-07-22;0.84943
2021-07-21;0.8479
2021-07-20;0.8487
2021-07-19;0.8479
2021-07-18;0.84674
2021-07-17;0.84708
2021-07-16;0.847
2021-07-15;0.8465
2021-07-14;0.84487
2021-07-13;0.84898
2021-07-12;0.84294
2021-07-11;0.84201
2021-07-10;0.8419
2021-07-09;0.84195
2021-07-08;0.8442
2021-07-07;0.84765
2021-07-06;0.84601
2021-07-05;0.84282
2021-07-04;0.84319
2021-07-03;0.8428
2021-07-02;0.84282
2021-07-01;0.84411
2021-06-30;0.84343
2021-06-29;0.84029
2021-06-28;0.83861
2021-06-27;0.83763
2021-06-26;0.83781
2021-06-25;0.83767
2021-06-24;0.8381
2021-06-23;0.83805
2021-06-22;0.83749
2021-06-21;0.83934
2021-06-20;0.84225
2021-06-19;0.84282
2021-06-18;0.84298
2021-06-17;0.83952
2021-06-16;0.83357
2021-06-15;0.82459
2021-06-14;0.82499
2021-06-13;0.82579
2021-06-12;0.82583
2021-06-11;0.82586
2021-06-10;0.82149
2021-06-09;0.82113
2021-06-08;0.82155
2021-06-07;0.82017
2021-06-06;0.82215
2021-06-05;0.82191
2021-06-04;0.82191
2021-06-03;0.82443
2021-06-02;0.81898
2021-06-01;0.81866
2021-05-31;0.81761
2021-05-30;0.82017
2021-05-29;0.82021
2021-05-28;0.82021
2021-05-27;0.82025
2021-05-26;0.82011
2021-05-25;0.81611
2021-05-24;0.81855
2021-05-23;0.8211
2021-05-22;0.82106
2021-05-21;0.82106
2021-05-20;0.81787
2021-05-19;0.82152
2021-05-18;0.81803
2021-05-17;0.82276
2021-05-16;0.8233
2021-05-15;0.82335
2021-05-14;0.82342
2021-05-13;0.82792
2021-05-12;0.82826
2021-05-11;0.82322
2021-05-10;0.82383
2021-05-09;0.82193
2021-05-08;0.82217
2021-05-07;0.82217
2021-05-06;0.82913
2021-05-05;0.83289
2021-05-04;0.83221
2021-05-03;0.82917
2021-05-02;0.83142
2021-05-01;0.83195
2021-04-30;0.83195
2021-04-29;0.82494
2021-04-28;0.8243
2021-04-27;0.82724
2021-04-26;0.8276600000000001
2021-04-25;0.82694
2021-04-24;0.8266399999999999
2021-04-23;0.8265
2021-04-22;0.8321799999999999
2021-04-21;0.8309200000000001
2021-04-20;0.8309799999999999
2021-04-19;0.8307100000000001
2021-04-18;0.83525
2021-04-17;0.8346
2021-04-16;0.8345899999999999
2021-04-15;0.8355799999999999
2021-04-14;0.8347
2021-04-13;0.8368399999999999
2021-04-12;0.83944
2021-04-11;0.8404200000000001
2021-04-10;0.84029
2021-04-09;0.84025
2021-04-08;0.83924
2021-04-07;0.8423700000000001
2021-04-06;0.84235
2021-04-05;0.84641
2021-04-04;0.8501200000000001
2021-04-03;0.8504
2021-04-02;0.8503299999999999
2021-04-01;0.84888
2021-03-31;0.8528
2021-03-30;0.85335
2021-03-29;0.8497
2021-03-28;0.8481200000000001
2021-03-27;0.8478700000000001
2021-03-26;0.8478700000000001
2021-03-25;0.8492299999999999
2021-03-24;0.84645
2021-03-23;0.8447
2021-03-22;0.83801
2021-03-21;0.8415299999999999
2021-03-20;0.83706
2021-03-19;0.83709
2021-03-18;0.8390700000000001
2021-03-17;0.83455
2021-03-16;0.8402299999999999
2021-03-15;0.8384799999999999
2021-03-14;0.8368899999999999
2021-03-13;0.83657
2021-03-12;0.83657
2021-03-11;0.8346299999999999
2021-03-10;0.8385600000000001
2021-03-09;0.84052
2021-03-08;0.8437399999999999
2021-03-07;0.83852
2021-03-06;0.83954
2021-03-05;0.83925
2021-03-04;0.83567
2021-03-03;0.82983
2021-03-02;0.8274299999999999
2021-03-01;0.8300799999999999
2021-02-28;0.8271700000000001
2021-02-27;0.82837
2021-02-26;0.82837
2021-02-25;0.8225
2021-02-24;0.8216
2021-02-23;0.8229299999999999
2021-02-22;0.8219700000000001
2021-02-21;0.82462
2021-02-20;0.8252299999999999
2021-02-19;0.8252799999999999
2021-02-18;0.82709
2021-02-17;0.83016
2021-02-16;0.8269700000000001
2021-02-15;0.8242700000000001
2021-02-14;0.82501
2021-02-13;0.8250299999999999
2021-02-12;0.82505
2021-02-11;0.82434
2021-02-10;0.8251799999999999
2021-02-09;0.8252799999999999
2021-02-08;0.82976
2021-02-07;0.82996
2021-02-06;0.82994
2021-02-05;0.83001
2021-02-04;0.8356899999999999
2021-02-03;0.8306
2021-02-02;0.83067
2021-02-01;0.82862
2021-01-31;0.82491
2021-01-30;0.82391
2021-01-29;0.82386
2021-01-28;0.8251200000000001
2021-01-27;0.82625
2021-01-26;0.82214
2021-01-25;0.8235600000000001
2021-01-24;0.82194
2021-01-23;0.82137
2021-01-22;0.82144
2021-01-21;0.8219200000000001
2021-01-20;0.82536
2021-01-19;0.82381
2021-01-18;0.8279799999999999
2021-01-17;0.8287200000000001
2021-01-16;0.8278
2021-01-15;0.82811
2021-01-14;0.82299
2021-01-13;0.82231
2021-01-12;0.81914
2021-01-11;0.82244
2021-01-10;0.8206399999999999
2021-01-09;0.8183600000000001
2021-01-08;0.81834
2021-01-07;0.81502
2021-01-06;0.8104100000000001
2021-01-05;0.81305
2021-01-04;0.81621
2021-01-03;0.81634
2021-01-02;0.8240299999999999
2021-01-01;0.82411
2020-12-31;0.8186100000000001
2020-12-30;0.81299
2020-12-29;0.81609
2020-12-28;0.81844
2020-12-27;0.8194
2020-12-26;0.8201799999999999
2020-12-25;0.82019
2020-12-24;0.8208
2020-12-23;0.82026
2020-12-22;0.8206
2020-12-21;0.81731
2020-12-20;0.81871
2020-12-19;0.8158
2020-12-18;0.81584
2020-12-17;0.8155399999999999
2020-12-16;0.8202200000000001
2020-12-15;0.8228200000000001
2020-12-14;0.8231700000000001
2020-12-13;0.82421
2020-12-12;0.82565
2020-12-11;0.8256600000000001
2020-12-10;0.82345
2020-12-09;0.8279200000000001
2020-12-08;0.82581
2020-12-07;0.8256100000000001
2020-12-06;0.82494
2020-12-05;0.82485
2020-12-04;0.82504
2020-12-03;0.8233
2020-12-02;0.8254299999999999
2020-12-01;0.82849
2020-11-30;0.8376899999999999
2020-11-29;0.8358700000000001
2020-11-28;0.83588
2020-11-27;0.83588
2020-11-26;0.83945
2020-11-25;0.83921
2020-11-24;0.84045
2020-11-23;0.84439
2020-11-22;0.84275
2020-11-21;0.8433700000000001
2020-11-20;0.8434200000000001
2020-11-19;0.84277
2020-11-18;0.8438399999999999
2020-11-17;0.8429399999999999
2020-11-16;0.84326
2020-11-15;0.8442
2020-11-14;0.8448700000000001
2020-11-13;0.8449200000000001
2020-11-12;0.84719
2020-11-11;0.84885
2020-11-10;0.8461700000000001
2020-11-09;0.84575
2020-11-08;0.8408200000000001
2020-11-07;0.84221
2020-11-06;0.84219
2020-11-05;0.84626
2020-11-04;0.8523200000000001
2020-11-03;0.8506299999999999
2020-11-02;0.85901
2020-11-01;0.85898
2020-10-31;0.8563200000000001
2020-10-30;0.8564700000000001
2020-10-29;0.85651
2020-10-28;0.8511799999999999
2020-10-27;0.84875
2020-10-26;0.84688
2020-10-25;0.84409
2020-10-24;0.843
2020-10-23;0.84316
2020-10-22;0.84588
2020-10-21;0.84315
2020-10-20;0.84541
2020-10-19;0.8497100000000001
2020-10-18;0.8537299999999999
2020-10-17;0.8535799999999999
2020-10-16;0.8535
2020-10-15;0.8542700000000001
2020-10-14;0.85156
2020-10-13;0.8514200000000001
2020-10-12;0.8464
2020-10-11;0.8463799999999999
2020-10-10;0.84526
2020-10-09;0.8454200000000001
2020-10-08;0.85005
2020-10-07;0.8497
2020-10-06;0.8522799999999999
2020-10-05;0.84836
2020-10-04;0.8534799999999999
2020-10-03;0.8534799999999999
2020-10-02;0.8534299999999999
2020-10-01;0.85149
2020-09-30;0.8524799999999999
2020-09-29;0.85145
2020-09-28;0.8569200000000001
2020-09-27;0.8596299999999999
2020-09-26;0.8597100000000001
2020-09-25;0.8597100000000001
2020-09-24;0.8567600000000001
2020-09-23;0.85751
2020-09-22;0.8541799999999999
2020-09-21;0.84996
2020-09-20;0.8439700000000001
2020-09-19;0.8446100000000001
2020-09-18;0.8446100000000001
2020-09-17;0.8436600000000001
2020-09-16;0.84636
2020-09-15;0.84391
2020-09-14;0.84251
2020-09-13;0.8440799999999999
2020-09-12;0.8440799999999999
2020-09-11;0.84416
2020-09-10;0.84544
2020-09-09;0.84693
2020-09-08;0.85008
2020-09-07;0.84629
2020-09-06;0.84441
2020-09-05;0.84472
2020-09-04;0.84472
2020-09-03;0.8441200000000001
2020-09-02;0.84364
2020-09-01;0.8388700000000001
2020-08-31;0.8377100000000001
2020-08-30;0.8397399999999999
2020-08-29;0.83986
2020-08-28;0.84001
2020-08-27;0.8461799999999999
2020-08-26;0.84478
2020-08-25;0.845
2020-08-24;0.84788
2020-08-23;0.84739
2020-08-22;0.84782
2020-08-21;0.84775
2020-08-20;0.8428
2020-08-19;0.84373
2020-08-18;0.83746
2020-08-17;0.8422
2020-08-16;0.8444
2020-08-15;0.8444299999999999
2020-08-14;0.8444
2020-08-13;0.8462200000000001
2020-08-12;0.8482
2020-08-11;0.85151
2020-08-10;0.8516100000000001
2020-08-09;0.84906
2020-08-08;0.84825
2020-08-07;0.84851
2020-08-06;0.84159
2020-08-05;0.8422200000000001
2020-08-04;0.8476899999999999
2020-08-03;0.85034
2020-08-02;0.8478600000000001
2020-08-01;0.8489899999999999
2020-07-31;0.8489899999999999
2020-07-30;0.8440700000000001
2020-07-29;0.84814
2020-07-28;0.85319
2020-07-27;0.85014
2020-07-26;0.85819
2020-07-25;0.85788
2020-07-24;0.85788
2020-07-23;0.8619399999999999
2020-07-22;0.86431
2020-07-21;0.8671700000000001
2020-07-20;0.87369
2020-07-19;0.87428
2020-07-18;0.87498
2020-07-17;0.8750600000000001
2020-07-16;0.8783799999999999
2020-07-15;0.87625
2020-07-14;0.8764799999999999
2020-07-13;0.8814299999999999
2020-07-12;0.88374
2020-07-11;0.88489
2020-07-10;0.88489
2020-07-09;0.8859299999999999
2020-07-08;0.88239
2020-07-07;0.8870100000000001
2020-07-06;0.8840899999999999
2020-07-05;0.8892700000000001
2020-07-04;0.8893
2020-07-03;0.8891399999999999
2020-07-02;0.8895799999999999
2020-07-01;0.88876
2020-06-30;0.8901
2020-06-29;0.88895
2020-06-28;0.89086
2020-06-27;0.8914
2020-06-26;0.8913200000000001
2020-06-25;0.8911600000000001
2020-06-24;0.88884
2020-06-23;0.88425
2020-06-22;0.8869600000000001
2020-06-21;0.89425
2020-06-20;0.89465
2020-06-19;0.89449
2020-06-18;0.89218
2020-06-17;0.88925
2020-06-16;0.88812
2020-06-15;0.8826700000000001
2020-06-14;0.88899
2020-06-13;0.8884
2020-06-12;0.8884
2020-06-11;0.88523
2020-06-10;0.8789
2020-06-09;0.8818600000000001
2020-06-08;0.88536
2020-06-07;0.88479
2020-06-06;0.8856
2020-06-05;0.8856
2020-06-04;0.88205
2020-06-03;0.89025
2020-06-02;0.89489
2020-06-01;0.89828
2020-05-31;0.8998799999999999
2020-05-30;0.90051
2020-05-29;0.90051
2020-05-28;0.903
2020-05-27;0.9081
2020-05-26;0.91058
2020-05-25;0.91788
2020-05-24;0.91705
2020-05-23;0.91739
2020-05-22;0.91739
2020-05-21;0.91313
2020-05-20;0.91078
2020-05-19;0.91535
2020-05-18;0.91599
2020-05-17;0.92401
2020-05-16;0.92407
2020-05-15;0.92407
2020-05-14;0.92573
2020-05-13;0.92446
2020-05-12;0.92151
2020-05-11;0.9251
2020-05-10;0.92295
2020-05-09;0.91158
2020-05-08;0.91174
2020-05-07;0.92288
2020-05-06;0.92611
2020-05-05;0.92247
2020-05-04;0.91706
